[16/Aug/2023:12:18:30 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 200 upstream_response_time 0.210 msec 1692202710.256 request_time 0.210
[16/Aug/2023:12:18:57 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 403 upstream_response_time 0.009 msec 1692202737.684 request_time 0.010
[16/Aug/2023:12:18:57 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /favicon.ico HTTP/1.1 404 upstream_response_time 0.006 msec 1692202737.801 request_time 0.006
[16/Aug/2023:12:22:20 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET / HTTP/1.1 200 upstream_response_time 0.250 msec 1692202940.462 request_time 0.250
[16/Aug/2023:12:22:24 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /u/profile-form/ HTTP/1.1 200 upstream_response_time 0.330 msec 1692202944.454 request_time 0.329
[16/Aug/2023:12:22:24 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: POST /u/get_school_level_years/ HTTP/1.1 200 upstream_response_time 0.232 msec 1692202944.845 request_time 0.233
[16/Aug/2023:12:22:25 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: POST /u/get_talmza_level_years/ HTTP/1.1 200 upstream_response_time 0.479 msec 1692202945.114 request_time 0.479
[16/Aug/2023:12:22:35 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /u/log-out/ HTTP/1.1 302 upstream_response_time 0.301 msec 1692202955.074 request_time 0.302
[16/Aug/2023:12:22:35 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET / HTTP/1.1 200 upstream_response_time 0.007 msec 1692202955.109 request_time 0.007
[16/Aug/2023:12:22:36 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /u/profile-form/ HTTP/1.1 302 upstream_response_time 0.021 msec 1692202956.474 request_time 0.020
[16/Aug/2023:12:22:36 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /u/sign-in/?next=/u/profile-form/ HTTP/1.1 200 upstream_response_time 0.014 msec 1692202956.515 request_time 0.014
[16/Aug/2023:12:22:36 -0400] 192.168.1.6 - - -  192.168.1.100 to: -: GET /static/fonts/Almarai/Almarai-Regular.ttf HTTP/1.1 200 upstream_response_time - msec 1692202956.641 request_time 0.039
[16/Aug/2023:12:22:42 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 403 upstream_response_time 0.010 msec 1692202962.279 request_time 0.009
[16/Aug/2023:12:23:54 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 403 upstream_response_time 0.006 msec 1692203034.808 request_time 0.006
[16/Aug/2023:12:23:55 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 403 upstream_response_time 0.004 msec 1692203035.004 request_time 0.004
[16/Aug/2023:12:23:55 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 403 upstream_response_time 0.005 msec 1692203035.396 request_time 0.005
[16/Aug/2023:12:23:55 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 403 upstream_response_time 0.002 msec 1692203035.583 request_time 0.002
[16/Aug/2023:12:23:56 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 403 upstream_response_time 0.010 msec 1692203036.051 request_time 0.010
[16/Aug/2023:12:23:56 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 403 upstream_response_time 0.012 msec 1692203036.705 request_time 0.012
[16/Aug/2023:12:23:57 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 403 upstream_response_time 0.012 msec 1692203037.204 request_time 0.012
[16/Aug/2023:12:24:01 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /u/sign-in/ HTTP/1.1 200 upstream_response_time 0.007 msec 1692203041.526 request_time 0.008
[16/Aug/2023:12:24:07 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: POST /u/sign-in/ HTTP/1.1 302 upstream_response_time 1.096 msec 1692203047.702 request_time 1.096
[16/Aug/2023:12:24:07 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET / HTTP/1.1 200 upstream_response_time 0.255 msec 1692203047.985 request_time 0.255
[16/Aug/2023:12:24:09 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /u/profile-form/ HTTP/1.1 200 upstream_response_time 0.334 msec 1692203049.935 request_time 0.333
[16/Aug/2023:12:24:10 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: POST /u/get_school_level_years/ HTTP/1.1 200 upstream_response_time 0.221 msec 1692203050.302 request_time 0.221
[16/Aug/2023:12:24:10 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: POST /u/get_talmza_level_years/ HTTP/1.1 200 upstream_response_time 0.424 msec 1692203050.535 request_time 0.424
[16/Aug/2023:12:24:10 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 200 upstream_response_time 0.630 msec 1692203050.741 request_time 0.630
[16/Aug/2023:12:24:18 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 200 upstream_response_time 0.221 msec 1692203058.232 request_time 0.221
[16/Aug/2023:12:24:20 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 200 upstream_response_time 0.285 msec 1692203060.557 request_time 0.284
[16/Aug/2023:12:24:24 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 200 upstream_response_time 0.261 msec 1692203064.932 request_time 0.261
[16/Aug/2023:12:24:29 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 200 upstream_response_time 0.231 msec 1692203069.552 request_time 0.231
[16/Aug/2023:12:25:27 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /u/log-out/ HTTP/1.1 302 upstream_response_time 0.295 msec 1692203127.206 request_time 0.296
[16/Aug/2023:12:25:27 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET / HTTP/1.1 200 upstream_response_time 0.007 msec 1692203127.250 request_time 0.007
[16/Aug/2023:12:25:39 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 403 upstream_response_time 0.005 msec 1692203139.585 request_time 0.005
[16/Aug/2023:12:25:39 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /favicon.ico HTTP/1.1 404 upstream_response_time 0.005 msec 1692203139.716 request_time 0.005
[16/Aug/2023:12:25:46 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /u/sign-in/ HTTP/1.1 200 upstream_response_time 0.011 msec 1692203146.074 request_time 0.010
[16/Aug/2023:12:25:54 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: POST /u/sign-in/ HTTP/1.1 302 upstream_response_time 1.120 msec 1692203154.152 request_time 1.120
[16/Aug/2023:12:25:54 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET / HTTP/1.1 200 upstream_response_time 0.215 msec 1692203154.403 request_time 0.215
[16/Aug/2023:12:25:58 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /files/images/user-default.png/ HTTP/1.1 200 upstream_response_time 0.222 msec 1692203158.671 request_time 0.222
[16/Aug/2023:12:26:03 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: GET /u/profile-form/ HTTP/1.1 200 upstream_response_time 0.330 msec 1692203163.879 request_time 0.330
[16/Aug/2023:12:26:04 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: POST /u/get_school_level_years/ HTTP/1.1 200 upstream_response_time 0.236 msec 1692203164.373 request_time 0.236
[16/Aug/2023:12:26:04 -0400] 192.168.1.6 - - -  192.168.1.100 to: 192.168.1.100:8000: POST /u/get_talmza_level_years/ HTTP/1.1 200 upstream_response_time 0.481 msec 1692203164.640 request_time 0.481
